semanticResourceURN;Code List;Code Value;codeName
urn:gs1:gdd:cl:SizeGroupCode:JUNIORS;SizeGroupCode;JUNIORS;Juniors
urn:gs1:gdd:cl:SizeGroupCode:MATERNITY;SizeGroupCode;MATERNITY;Maternity
urn:gs1:gdd:cl:SizeGroupCode:MENS;SizeGroupCode;MENS;Mens
urn:gs1:gdd:cl:SizeGroupCode:MENS_TALL;SizeGroupCode;MENS_TALL;Mens Tall
urn:gs1:gdd:cl:SizeGroupCode:MISSES;SizeGroupCode;MISSES;Misses
urn:gs1:gdd:cl:SizeGroupCode:PETITE;SizeGroupCode;PETITE;Petite
urn:gs1:gdd:cl:SizeGroupCode:WOMENS;SizeGroupCode;WOMENS;Womens
urn:gs1:gdd:cl:SizeGroupCode:WOMENS_TALL;SizeGroupCode;WOMENS_TALL;Womens Tall
urn:gs1:gdd:cl:SizeSystemCode;SizeSystemCode;;
urn:gs1:gdd:cl:SizeSystemCode:AUSTRALIA;SizeSystemCode;AUSTRALIA;Australia
urn:gs1:gdd:cl:SizeSystemCode:CONTINENTAL;SizeSystemCode;CONTINENTAL;Continental
urn:gs1:gdd:cl:SizeSystemCode:EUROPE;SizeSystemCode;EUROPE;Europe
urn:gs1:gdd:cl:SizeSystemCode:JAPAN;SizeSystemCode;JAPAN;Japan
urn:gs1:gdd:cl:SizeSystemCode:MEXICO;SizeSystemCode;MEXICO;Mexico
urn:gs1:gdd:cl:SizeSystemCode:UK;SizeSystemCode;UK;UK
urn:gs1:gdd:cl:SizeSystemCode:US;SizeSystemCode;US;US
urn:gs1:gdd:cl:SizeTypeCode;SizeTypeCode;;
urn:gs1:gdd:cl:SizeTypeCode:ADJUSTMENT_HEIGHT;SizeTypeCode;ADJUSTMENT_HEIGHT;Adjustment Height
urn:gs1:gdd:cl:SizeTypeCode:AIR_DRAFT;SizeTypeCode;AIR_DRAFT;Air Draft
urn:gs1:gdd:cl:SizeTypeCode:AIR_INLET;SizeTypeCode;AIR_INLET;Air Inlet
urn:gs1:gdd:cl:SizeTypeCode:AMERICAN_FOOTBALL;SizeTypeCode;AMERICAN_FOOTBALL;American Football
urn:gs1:gdd:cl:SizeTypeCode:ARBOR_DIAMETER;SizeTypeCode;ARBOR_DIAMETER;Arbor Diameter
urn:gs1:gdd:cl:SizeTypeCode:AREA_COVERED_MAX;SizeTypeCode;AREA_COVERED_MAX;Area Covered Maximum
urn:gs1:gdd:cl:SizeTypeCode:AREA_COVERED_MIN;SizeTypeCode;AREA_COVERED_MIN;Area Covered Minimum
urn:gs1:gdd:cl:SizeTypeCode:AXLE_WIDTH;SizeTypeCode;AXLE_WIDTH;Axle Width
urn:gs1:gdd:cl:SizeTypeCode:BACK;SizeTypeCode;BACK;Back
urn:gs1:gdd:cl:SizeTypeCode:BACK_RISE;SizeTypeCode;BACK_RISE;Back Rise
urn:gs1:gdd:cl:SizeTypeCode:BACKSET_SIZE;SizeTypeCode;BACKSET_SIZE;Backset Size
urn:gs1:gdd:cl:SizeTypeCode:BAG_HEIGHT;SizeTypeCode;BAG_HEIGHT;Bag Height
urn:gs1:gdd:cl:SizeTypeCode:BAG_STRAP_DROP;SizeTypeCode;BAG_STRAP_DROP;Bag Strap Drop
urn:gs1:gdd:cl:SizeTypeCode:BAG_STRAP_LENGTH;SizeTypeCode;BAG_STRAP_LENGTH;Bag Strap Length
urn:gs1:gdd:cl:SizeTypeCode:BASE_MEASUREMENT_DEPTH;SizeTypeCode;BASE_MEASUREMENT_DEPTH;Base Measurement Depth
urn:gs1:gdd:cl:SizeTypeCode:BASE_MEASUREMENT_WIDTH;SizeTypeCode;BASE_MEASUREMENT_WIDTH;Base Measurement Width
urn:gs1:gdd:cl:SizeTypeCode:BASEBALL_BAT_DROP;SizeTypeCode;BASEBALL_BAT_DROP;Baseball Bat Drop
urn:gs1:gdd:cl:SizeTypeCode:BASKETBALL;SizeTypeCode;BASKETBALL;Basketball 
urn:gs1:gdd:cl:SizeTypeCode:BELT_LENGTH;SizeTypeCode;BELT_LENGTH;Belt Length
urn:gs1:gdd:cl:SizeTypeCode:BELT_WIDTH;SizeTypeCode;BELT_WIDTH;Belt Width
urn:gs1:gdd:cl:SizeTypeCode:BENCH_PLAIN_BLADE_LENGTH;SizeTypeCode;BENCH_PLAIN_BLADE_LENGTH;Bench Plain Blade Length
urn:gs1:gdd:cl:SizeTypeCode:BICYCLE_FRAME;SizeTypeCode;BICYCLE_FRAME;Bicycle Frame
urn:gs1:gdd:cl:SizeTypeCode:BLADE_LENGTH;SizeTypeCode;BLADE_LENGTH;Blade Length
urn:gs1:gdd:cl:SizeTypeCode:BLADE_WIDTH;SizeTypeCode;BLADE_WIDTH;Blade Width
urn:gs1:gdd:cl:SizeTypeCode:BOAT_BEAM;SizeTypeCode;BOAT_BEAM;Boat Beam
urn:gs1:gdd:cl:SizeTypeCode:BOOT_CIRCUMFERENCE;SizeTypeCode;BOOT_CIRCUMFERENCE;Boot Circumference
urn:gs1:gdd:cl:SizeTypeCode:BOOT_SHAFT;SizeTypeCode;BOOT_SHAFT;Boot Shaft
urn:gs1:gdd:cl:SizeTypeCode:BORE_DIAMETER_MAX;SizeTypeCode;BORE_DIAMETER_MAX;Bore Diameter Maximum
urn:gs1:gdd:cl:SizeTypeCode:BORE_DIAMETER_STEEL_MAX;SizeTypeCode;BORE_DIAMETER_STEEL_MAX;Bore Diameter Steel Maximum
urn:gs1:gdd:cl:SizeTypeCode:BORE_DIAMETER_STONE_MAX;SizeTypeCode;BORE_DIAMETER_STONE_MAX;Bore Diameter Stone Maximum
urn:gs1:gdd:cl:SizeTypeCode:BORE_DIAMETER_WOOD_MAX;SizeTypeCode;BORE_DIAMETER_WOOD_MAX;Bore Diameter Wood Maximum
urn:gs1:gdd:cl:SizeTypeCode:BORE_STROKE_RATIO ;SizeTypeCode;BORE_STROKE_RATIO ;Bore Stroke Ratio
urn:gs1:gdd:cl:SizeTypeCode:BOREHOLE_DIAMETER;SizeTypeCode;BOREHOLE_DIAMETER;Borehole Diameter
urn:gs1:gdd:cl:SizeTypeCode:BRA_BAND;SizeTypeCode;BRA_BAND;Bra Band
urn:gs1:gdd:cl:SizeTypeCode:BRA_CUP;SizeTypeCode;BRA_CUP;Bra Cup
urn:gs1:gdd:cl:SizeTypeCode:BRIM;SizeTypeCode;BRIM;Brim
urn:gs1:gdd:cl:SizeTypeCode:CHAIN_LENGTH;SizeTypeCode;CHAIN_LENGTH;Chain Length
urn:gs1:gdd:cl:SizeTypeCode:CHEST_BUST;SizeTypeCode;CHEST_BUST;Chest Bust
urn:gs1:gdd:cl:SizeTypeCode:CHUCK_SIZE;SizeTypeCode;CHUCK_SIZE;Chuck Size
urn:gs1:gdd:cl:SizeTypeCode:CIRCUMFERENCE;SizeTypeCode;CIRCUMFERENCE;Circumference
urn:gs1:gdd:cl:SizeTypeCode:CLEANING_PATH_WIDTH_WITH_ATTACHMENTS;SizeTypeCode;CLEANING_PATH_WIDTH_WITH_ATTACHMENTS;Cleaning Path Width With Attachments 
urn:gs1:gdd:cl:SizeTypeCode:CLEANING_PATH_WIDTH_WITHOUT_ATTACHMENTS;SizeTypeCode;CLEANING_PATH_WIDTH_WITHOUT_ATTACHMENTS;Cleaning Path Width Without Attachments
urn:gs1:gdd:cl:SizeTypeCode:CLEANING_PATH_WIDTH_WITHOUT_ATTACHMENTS_MAX;SizeTypeCode;CLEANING_PATH_WIDTH_WITHOUT_ATTACHMENTS_MAX;Cleaning Path Width Withough Attachments Max
urn:gs1:gdd:cl:SizeTypeCode:CLEANING_PATH_WIDTH_WITHOUT_ATTACHMENTS_MIN;SizeTypeCode;CLEANING_PATH_WIDTH_WITHOUT_ATTACHMENTS_MIN;Cleaning Path Width Without Attachments Minimum
urn:gs1:gdd:cl:SizeTypeCode:CLEARING_WIDTH;SizeTypeCode;CLEARING_WIDTH;Clearing Width
urn:gs1:gdd:cl:SizeTypeCode:CLIP_BACK_WIDTH_TOOLS;SizeTypeCode;CLIP_BACK_WIDTH_TOOLS;Clip Back Width Tools
urn:gs1:gdd:cl:SizeTypeCode:COLLAR;SizeTypeCode;COLLAR;Collar
urn:gs1:gdd:cl:SizeTypeCode:COLLET_SIZE;SizeTypeCode;COLLET_SIZE;Collet Size
urn:gs1:gdd:cl:SizeTypeCode:COMPATIBLE_CONDUIT;SizeTypeCode;COMPATIBLE_CONDUIT;Compatible Conduit
urn:gs1:gdd:cl:SizeTypeCode:COOKING_AREA;SizeTypeCode;COOKING_AREA;Cooking Area
urn:gs1:gdd:cl:SizeTypeCode:COOKWARE_DEPTH;SizeTypeCode;COOKWARE_DEPTH;Cookware Depth
urn:gs1:gdd:cl:SizeTypeCode:COOKWARE_DIAMETER;SizeTypeCode;COOKWARE_DIAMETER;Cookware Diameter
urn:gs1:gdd:cl:SizeTypeCode:COOKWARE_FIRST_HANDLE_LENGTH;SizeTypeCode;COOKWARE_FIRST_HANDLE_LENGTH;Cookware First Handle Length
urn:gs1:gdd:cl:SizeTypeCode:CORE_HEIGHT;SizeTypeCode;CORE_HEIGHT;Core Height
urn:gs1:gdd:cl:SizeTypeCode:CUP;SizeTypeCode;CUP;Cup
urn:gs1:gdd:cl:SizeTypeCode:CUTTING_DEPTH_MAX;SizeTypeCode;CUTTING_DEPTH_MAX;Cutting Depth Maximum
urn:gs1:gdd:cl:SizeTypeCode:CUTTING_DEPTH_METAL_MAX;SizeTypeCode;CUTTING_DEPTH_METAL_MAX;Cutting Depth Metal Maximum
urn:gs1:gdd:cl:SizeTypeCode:CUTTING_DEPTH_STEEL_MAX;SizeTypeCode;CUTTING_DEPTH_STEEL_MAX;Cutting Depth Steel Maximum
urn:gs1:gdd:cl:SizeTypeCode:CUTTING_DEPTH_WOOD_MAX;SizeTypeCode;CUTTING_DEPTH_WOOD_MAX;Cutting Depth Metal Maximum
urn:gs1:gdd:cl:SizeTypeCode:CUTTING_DIAMETER_OR_CUTTING_WIDTH;SizeTypeCode;CUTTING_DIAMETER_OR_CUTTING_WIDTH;Cutting Diameter or Cutting Width
urn:gs1:gdd:cl:SizeTypeCode:CUTTING_DIAMETER_OR_CUTTING_WIDTH_MAX;SizeTypeCode;CUTTING_DIAMETER_OR_CUTTING_WIDTH_MAX;Cutting Diameter or Cutting Width Maximum
urn:gs1:gdd:cl:SizeTypeCode:CUTTING_HEIGHT;SizeTypeCode;CUTTING_HEIGHT;Cutting Height
urn:gs1:gdd:cl:SizeTypeCode:CUTTING_HEIGHT_45_DEGREE_MAX;SizeTypeCode;CUTTING_HEIGHT_45_DEGREE_MAX;Cutting Height 45 Degree Maximum
urn:gs1:gdd:cl:SizeTypeCode:CUTTING_HEIGHT_90_DEGREE_MAX;SizeTypeCode;CUTTING_HEIGHT_90_DEGREE_MAX;Cutting Height 90 Degree Maximum
urn:gs1:gdd:cl:SizeTypeCode:CUTTING_HEIGHT_MAX;SizeTypeCode;CUTTING_HEIGHT_MAX;Cutting Height Maximum
urn:gs1:gdd:cl:SizeTypeCode:CUTTING_HEIGHT_MIN;SizeTypeCode;CUTTING_HEIGHT_MIN;Cutting Height Minimum
urn:gs1:gdd:cl:SizeTypeCode:CUTTING_THICKNESS_MAX;SizeTypeCode;CUTTING_THICKNESS_MAX;Cutting Thickness Maximum
urn:gs1:gdd:cl:SizeTypeCode:CUTTING_WHEEL_DIAMETER;SizeTypeCode;CUTTING_WHEEL_DIAMETER;Cutting Wheel Diameter
urn:gs1:gdd:cl:SizeTypeCode:CUTTING_WIDTH;SizeTypeCode;CUTTING_WIDTH;Cutting Width
urn:gs1:gdd:cl:SizeTypeCode:CUTTING_WIDTH_MAX;SizeTypeCode;CUTTING_WIDTH_MAX;Cutting Width Max
urn:gs1:gdd:cl:SizeTypeCode:CYLINDER_LENGTH_INTERNAL;SizeTypeCode;CYLINDER_LENGTH_INTERNAL;Cylinder Length Internal
urn:gs1:gdd:cl:SizeTypeCode:CYLINDER_LENGTH_OUTSIDE;SizeTypeCode;CYLINDER_LENGTH_OUTSIDE;Cylinder Length Outside
urn:gs1:gdd:cl:SizeTypeCode:DEPTH_MAX;SizeTypeCode;DEPTH_MAX;Depth Maximum
urn:gs1:gdd:cl:SizeTypeCode:DIAMETER_MAX;SizeTypeCode;DIAMETER_MAX;Diameter Max
urn:gs1:gdd:cl:SizeTypeCode:DIAMETER_MIN;SizeTypeCode;DIAMETER_MIN;Diameter Min
urn:gs1:gdd:cl:SizeTypeCode:DIAMETER_UP_TO;SizeTypeCode;DIAMETER_UP_TO;Diameter Up To
urn:gs1:gdd:cl:SizeTypeCode:DIRT_PARTICLES_SIZE_MAX;SizeTypeCode;DIRT_PARTICLES_SIZE_MAX;Dirt Particles Size Max
urn:gs1:gdd:cl:SizeTypeCode:DISC_SIZE;SizeTypeCode;DISC_SIZE;Disc Size
urn:gs1:gdd:cl:SizeTypeCode:DISTANCE_BETWEEN_TWO_STAIRS;SizeTypeCode;DISTANCE_BETWEEN_TWO_STAIRS;Distance Between Two Stairs
urn:gs1:gdd:cl:SizeTypeCode:DOOR_OR_PASSAGE_WIDTH;SizeTypeCode;DOOR_OR_PASSAGE_WIDTH;Door or Passage Width
urn:gs1:gdd:cl:SizeTypeCode:DOOR_THICKNESS_MAX;SizeTypeCode;DOOR_THICKNESS_MAX;Door Thickness Maximum
urn:gs1:gdd:cl:SizeTypeCode:DOOR_THICKNESS_MIN;SizeTypeCode;DOOR_THICKNESS_MIN;Door Thickness Minimum
urn:gs1:gdd:cl:SizeTypeCode:DRAWER_DIMENSION;SizeTypeCode;DRAWER_DIMENSION;Drawer Dimension
urn:gs1:gdd:cl:SizeTypeCode:DRAWER_LENGTH_MAX;SizeTypeCode;DRAWER_LENGTH_MAX;Drawer Length Maximum
urn:gs1:gdd:cl:SizeTypeCode:DRAWER_LENGTH_MIN;SizeTypeCode;DRAWER_LENGTH_MIN;Drawer Length Minimum
urn:gs1:gdd:cl:SizeTypeCode:DRESS_LENGTH;SizeTypeCode;DRESS_LENGTH;Dress Length
urn:gs1:gdd:cl:SizeTypeCode:DRILL_LENGTH;SizeTypeCode;DRILL_LENGTH;Drill Length
urn:gs1:gdd:cl:SizeTypeCode:DUCT_WIDTH_RANGE_HOOD;SizeTypeCode;DUCT_WIDTH_RANGE_HOOD;Duct Width Range Hood
urn:gs1:gdd:cl:SizeTypeCode:EGG_SIZE;SizeTypeCode;EGG_SIZE;Egg Size
urn:gs1:gdd:cl:SizeTypeCode:ENVELOPE;SizeTypeCode;ENVELOPE;Envelope
urn:gs1:gdd:cl:SizeTypeCode:EXTENDED_DEPTH;SizeTypeCode;EXTENDED_DEPTH;Extended Depth
urn:gs1:gdd:cl:SizeTypeCode:EYEWEAR_BRIDGE_WIDTH;SizeTypeCode;EYEWEAR_BRIDGE_WIDTH;Eyewear Bridge Width
urn:gs1:gdd:cl:SizeTypeCode:EYEWEAR_FRAME_WIDTH;SizeTypeCode;EYEWEAR_FRAME_WIDTH;Eyewear Frame Width
urn:gs1:gdd:cl:SizeTypeCode:EYEWEAR_LENS_HEIGHT;SizeTypeCode;EYEWEAR_LENS_HEIGHT;Eyewear Lens Height
urn:gs1:gdd:cl:SizeTypeCode:EYEWEAR_LENS_WIDTH;SizeTypeCode;EYEWEAR_LENS_WIDTH;Eyewear Lens Width
urn:gs1:gdd:cl:SizeTypeCode:EYEWEAR_TEMPLE_LENGTH;SizeTypeCode;EYEWEAR_TEMPLE_LENGTH;Eyewear Temple Length
urn:gs1:gdd:cl:SizeTypeCode:FAN_DIAMETER;SizeTypeCode;FAN_DIAMETER;Fan Diameter
urn:gs1:gdd:cl:SizeTypeCode:FIREARM_CHAMBER_LENGTH;SizeTypeCode;FIREARM_CHAMBER_LENGTH;Firearm Chamber Length
urn:gs1:gdd:cl:SizeTypeCode:FLOW_RATE_MAX;SizeTypeCode;FLOW_RATE_MAX;Flow Rate Maximum
urn:gs1:gdd:cl:SizeTypeCode:FLUE_GAS_OUTLET_DIAMETER;SizeTypeCode;FLUE_GAS_OUTLET_DIAMETER;Flue Gas Outlet Diameter
urn:gs1:gdd:cl:SizeTypeCode:FOOTBALL;SizeTypeCode;FOOTBALL;Football
urn:gs1:gdd:cl:SizeTypeCode:FOOTIES_SHOULDER_TO_TOE;SizeTypeCode;FOOTIES_SHOULDER_TO_TOE;Footies Shoulder To Toe
urn:gs1:gdd:cl:SizeTypeCode:FRONT_RISE;SizeTypeCode;FRONT_RISE;Front Rise
urn:gs1:gdd:cl:SizeTypeCode:FRONT_VIEW_WIDTH_PRODUCT;SizeTypeCode;FRONT_VIEW_WIDTH_PRODUCT;Front View Width
urn:gs1:gdd:cl:SizeTypeCode:FRONT_WHEEL_DIAMETER;SizeTypeCode;FRONT_WHEEL_DIAMETER;Front Wheel Diameter
urn:gs1:gdd:cl:SizeTypeCode:FUEL_CAPACITY;SizeTypeCode;FUEL_CAPACITY;Fuel Capacity
urn:gs1:gdd:cl:SizeTypeCode:FUEL_RESERVE_CAPACITY;SizeTypeCode;FUEL_RESERVE_CAPACITY;Fuel Reserve Capacity
urn:gs1:gdd:cl:SizeTypeCode:GATEWAY_HEIGHT;SizeTypeCode;GATEWAY_HEIGHT;Gateway Height
urn:gs1:gdd:cl:SizeTypeCode:GATEWAY_WIDTH;SizeTypeCode;GATEWAY_WIDTH;Gateway Width
urn:gs1:gdd:cl:SizeTypeCode:GRADIENT_MAX;SizeTypeCode;GRADIENT_MAX;Gradient Maximum
urn:gs1:gdd:cl:SizeTypeCode:GRAIN_SIZE_MAX;SizeTypeCode;GRAIN_SIZE_MAX;Grain Size Max
urn:gs1:gdd:cl:SizeTypeCode:GRIND_WIDTH;SizeTypeCode;GRIND_WIDTH;Grind Width
urn:gs1:gdd:cl:SizeTypeCode:GROUND_CLEARANCE;SizeTypeCode;GROUND_CLEARANCE;Ground Clearance
urn:gs1:gdd:cl:SizeTypeCode:GROWTH_HEIGHT_MAX;SizeTypeCode;GROWTH_HEIGHT_MAX;Growth Height Maximum
urn:gs1:gdd:cl:SizeTypeCode:GROWTH_HEIGHT_MIN;SizeTypeCode;GROWTH_HEIGHT_MIN;Growth Height Minimum
urn:gs1:gdd:cl:SizeTypeCode:HANDLE_LENGTH;SizeTypeCode;HANDLE_LENGTH;Handle Length
urn:gs1:gdd:cl:SizeTypeCode:HEEL_HEIGHT;SizeTypeCode;HEEL_HEIGHT;Heel Height
urn:gs1:gdd:cl:SizeTypeCode:HEIGHT_BETWEEN_FLOOR_AND_BOTTOM_STAIR;SizeTypeCode;HEIGHT_BETWEEN_FLOOR_AND_BOTTOM_STAIR;Height Between Floor and  Bottom Stair
urn:gs1:gdd:cl:SizeTypeCode:HEIGHT_MAX;SizeTypeCode;HEIGHT_MAX;Height Max
urn:gs1:gdd:cl:SizeTypeCode:HEIGHT_OF_PLANT_CONTAINER;SizeTypeCode;HEIGHT_OF_PLANT_CONTAINER;Height of Plant Container
urn:gs1:gdd:cl:SizeTypeCode:HEIGHT_OF_PLANT_MIN;SizeTypeCode;HEIGHT_OF_PLANT_MIN;Height of Plant Minimum
urn:gs1:gdd:cl:SizeTypeCode:HIDDEN_PLATFORM_HEIGHT;SizeTypeCode;HIDDEN_PLATFORM_HEIGHT;Hidden Platform Height
urn:gs1:gdd:cl:SizeTypeCode:HIPS;SizeTypeCode;HIPS;Hips
urn:gs1:gdd:cl:SizeTypeCode:HITCH_SHANK  ;SizeTypeCode;HITCH_SHANK  ;Hitch Shank
urn:gs1:gdd:cl:SizeTypeCode:HOLE_SIZE;SizeTypeCode;HOLE_SIZE;Hole Size
urn:gs1:gdd:cl:SizeTypeCode:HOSE_DIAMETER;SizeTypeCode;HOSE_DIAMETER;Hose Diameter
urn:gs1:gdd:cl:SizeTypeCode:HOSE_LENGTH;SizeTypeCode;HOSE_LENGTH;Hose Length
urn:gs1:gdd:cl:SizeTypeCode:HULL_LENGTH;SizeTypeCode;HULL_LENGTH;Hull Length
urn:gs1:gdd:cl:SizeTypeCode:ILLUMINATED_AREA;SizeTypeCode;ILLUMINATED_AREA;Illuminated Area
urn:gs1:gdd:cl:SizeTypeCode:INLET_SPUD;SizeTypeCode;INLET_SPUD;Inlet Spud
urn:gs1:gdd:cl:SizeTypeCode:INSEAM;SizeTypeCode;INSEAM;Inseam
urn:gs1:gdd:cl:SizeTypeCode:INSTALLATION_DEPTH_MAX;SizeTypeCode;INSTALLATION_DEPTH_MAX;Installation Depth Max
urn:gs1:gdd:cl:SizeTypeCode:INSTALLATION_DIAMETER;SizeTypeCode;INSTALLATION_DIAMETER;Installation Diameter
urn:gs1:gdd:cl:SizeTypeCode:INTAKE_HEIGHT;SizeTypeCode;INTAKE_HEIGHT;Intake Height
urn:gs1:gdd:cl:SizeTypeCode:IRONING_SURFACE_WIDTH;SizeTypeCode;IRONING_SURFACE_WIDTH;Ironing Surface Width
urn:gs1:gdd:cl:SizeTypeCode:JAW_CAPACITY_MAX;SizeTypeCode;JAW_CAPACITY_MAX;Jaw Capacity Max
urn:gs1:gdd:cl:SizeTypeCode:JAW_OPENING_MAX;SizeTypeCode;JAW_OPENING_MAX;Jaw Opening Maximum
urn:gs1:gdd:cl:SizeTypeCode:JEWELLRY_HEIGHT;SizeTypeCode;JEWELLRY_HEIGHT;Jewellry Height
urn:gs1:gdd:cl:SizeTypeCode:JEWELLRY_WIDTH;SizeTypeCode;JEWELLRY_WIDTH;Jewellry Width
urn:gs1:gdd:cl:SizeTypeCode:KERB_WEIGHT;SizeTypeCode;KERB_WEIGHT;Kerb Weight
urn:gs1:gdd:cl:SizeTypeCode:LADDER_HEIGHT;SizeTypeCode;LADDER_HEIGHT;Ladder Height
urn:gs1:gdd:cl:SizeTypeCode:LAWN_SIZE_MAX;SizeTypeCode;LAWN_SIZE_MAX;Lawn Size Max
urn:gs1:gdd:cl:SizeTypeCode:LEG_OPENING;SizeTypeCode;LEG_OPENING;Leg opening
urn:gs1:gdd:cl:SizeTypeCode:LENGTH;SizeTypeCode;LENGTH;Length
urn:gs1:gdd:cl:SizeTypeCode:LENGTH_MAX;SizeTypeCode;LENGTH_MAX;Length Maximum
urn:gs1:gdd:cl:SizeTypeCode:LENGTH_MIN;SizeTypeCode;LENGTH_MIN;Length Minimum
urn:gs1:gdd:cl:SizeTypeCode:LENGTH_RETRACTED_ROLLED_UP_STATE;SizeTypeCode;LENGTH_RETRACTED_ROLLED_UP_STATE;Length Retracted or Rolled Up State
urn:gs1:gdd:cl:SizeTypeCode:LENGTH_SPREAD_UNROLLED_STATE;SizeTypeCode;LENGTH_SPREAD_UNROLLED_STATE;Length Spread or Unrolled State
urn:gs1:gdd:cl:SizeTypeCode:LENGTH_UP_TO;SizeTypeCode;LENGTH_UP_TO;Length Up To
urn:gs1:gdd:cl:SizeTypeCode:LENS_DIAMETER;SizeTypeCode;LENS_DIAMETER;Lens Diameter
urn:gs1:gdd:cl:SizeTypeCode:LIGHT_BEAM_ANGLE;SizeTypeCode;LIGHT_BEAM_ANGLE;Light Beam Angle
urn:gs1:gdd:cl:SizeTypeCode:LIGHT_BEAM_SPREAD;SizeTypeCode;LIGHT_BEAM_SPREAD;Light Beam Spread
urn:gs1:gdd:cl:SizeTypeCode:LIQUID_CAPACITY;SizeTypeCode;LIQUID_CAPACITY;Liquid Capacity
urn:gs1:gdd:cl:SizeTypeCode:MAST_DIAMETER;SizeTypeCode;MAST_DIAMETER;Mast Diameter
urn:gs1:gdd:cl:SizeTypeCode:MITER_CUT_MAX;SizeTypeCode;MITER_CUT_MAX;Miter Cut Max
urn:gs1:gdd:cl:SizeTypeCode:NAIL_LENGTH_INCLUDING_HEAD;SizeTypeCode;NAIL_LENGTH_INCLUDING_HEAD;Nail Length Including Head
urn:gs1:gdd:cl:SizeTypeCode:NETTINGS_HORIZONTAL_WIRE_DIAMETER;SizeTypeCode;NETTINGS_HORIZONTAL_WIRE_DIAMETER;Nettings Horizontal Wire Diameter
urn:gs1:gdd:cl:SizeTypeCode:NETTINGS_VERTICAL_WIRE_DIAMETER;SizeTypeCode;NETTINGS_VERTICAL_WIRE_DIAMETER;Nettings Vertical Wire Diameter
urn:gs1:gdd:cl:SizeTypeCode:ONE_DIMENSION;SizeTypeCode;ONE_DIMENSION;One  Dimension
urn:gs1:gdd:cl:SizeTypeCode:ONSIES_SHOULDER_TO_TOE;SizeTypeCode;ONSIES_SHOULDER_TO_TOE;Onsies Shoulder To Toe
urn:gs1:gdd:cl:SizeTypeCode:OPERATING_DISTANCE_MAX;SizeTypeCode;OPERATING_DISTANCE_MAX;Operating Distance Max
urn:gs1:gdd:cl:SizeTypeCode:OPERATING_HEIGHT;SizeTypeCode;OPERATING_HEIGHT;Operating Height
urn:gs1:gdd:cl:SizeTypeCode:OPERATING_HEIGHT_MAX;SizeTypeCode;OPERATING_HEIGHT_MAX;Operating Height Maximum
urn:gs1:gdd:cl:SizeTypeCode:OUTSIDE_LEG;SizeTypeCode;OUTSIDE_LEG;Outside Leg
urn:gs1:gdd:cl:SizeTypeCode:OVERALL_DEPTH;SizeTypeCode;OVERALL_DEPTH;Overall Depth
urn:gs1:gdd:cl:SizeTypeCode:PADLOCK_SHACKLE_HEIGHT;SizeTypeCode;PADLOCK_SHACKLE_HEIGHT;Padlock Shackle Height
urn:gs1:gdd:cl:SizeTypeCode:PANT_RISE;SizeTypeCode;PANT_RISE;Pant Rise
urn:gs1:gdd:cl:SizeTypeCode:PAPER;SizeTypeCode;PAPER;Paper
urn:gs1:gdd:cl:SizeTypeCode:PARASOL_OPENED_DIAMETER;SizeTypeCode;PARASOL_OPENED_DIAMETER;Parasol Opened Diameter
urn:gs1:gdd:cl:SizeTypeCode:PASSAGE_HEIGHT_FRONT;SizeTypeCode;PASSAGE_HEIGHT_FRONT;Passage Height Front
urn:gs1:gdd:cl:SizeTypeCode:PASSAGE_HEIGHT_REAR;SizeTypeCode;PASSAGE_HEIGHT_REAR;Passage Height Rear
urn:gs1:gdd:cl:SizeTypeCode:PEDESTAL_HEIGHT;SizeTypeCode;PEDESTAL_HEIGHT;Pedestal Height
urn:gs1:gdd:cl:SizeTypeCode:PILE_HEIGHT;SizeTypeCode;PILE_HEIGHT;Pile Height
urn:gs1:gdd:cl:SizeTypeCode:PLANE_DEPTH;SizeTypeCode;PLANE_DEPTH;Plane Depth
urn:gs1:gdd:cl:SizeTypeCode:PLANE_WIDTH;SizeTypeCode;PLANE_WIDTH;Plane Width
urn:gs1:gdd:cl:SizeTypeCode:PLANT_DIAMETER_MIN;SizeTypeCode;PLANT_DIAMETER_MIN;Plant Diameter Minimum 
urn:gs1:gdd:cl:SizeTypeCode:PLANT_NEW_SHOOT_LENGTH;SizeTypeCode;PLANT_NEW_SHOOT_LENGTH;Plant New Shoot Length
urn:gs1:gdd:cl:SizeTypeCode:PLANTER_DIAMETER;SizeTypeCode;PLANTER_DIAMETER;Planter Diameter
urn:gs1:gdd:cl:SizeTypeCode:PLATFORM_HEIGHT;SizeTypeCode;PLATFORM_HEIGHT;Platform Height
urn:gs1:gdd:cl:SizeTypeCode:POND_SIZE_MAX;SizeTypeCode;POND_SIZE_MAX;Pond Size Maximum
urn:gs1:gdd:cl:SizeTypeCode:POWER_CORD_LENGTH_WITHOUT_PLUG;SizeTypeCode;POWER_CORD_LENGTH_WITHOUT_PLUG;Power Cord Length Without Plug
urn:gs1:gdd:cl:SizeTypeCode:PRECIOUS_METAL_PURITY;SizeTypeCode;PRECIOUS_METAL_PURITY;Precious Metal Purity
urn:gs1:gdd:cl:SizeTypeCode:PRECIOUS_METAL_WEIGHT;SizeTypeCode;PRECIOUS_METAL_WEIGHT;Precious Metal Weight
urn:gs1:gdd:cl:SizeTypeCode:PUMP_DELIVERY_HEAD;SizeTypeCode;PUMP_DELIVERY_HEAD;Pump Delivery Head
